2388,Bob Brannum,329,/players/b/brannbo01.html,26,66,,20.1,2.3,6.1,.369,,,,2.3,6.1,.369,.369,1.6,2.6,.626,,,6.2,1.2,,,,3.6,6.1
2389,Bones McKinney,329,/players/m/mckinbo01.html,33,63,,17.2,2.2,6.6,.325,,,,2.2,6.6,.325,.325,1.0,1.3,.813,,,2.8,1.8,,,,2.3,5.3
2390,Dick Dickey,329,/players/d/dickedi01.html,25,45,,9.8,0.9,3.0,.294,,,,0.9,3.0,.294,.294,1.0,1.5,.681,,,1.8,1.1,,,,1.8,2.8
2391,John Mahnken,329,/players/m/mahnkjo01.html,29,60,,9.7,1.3,3.8,.344,,,,1.3,3.8,.344,.344,0.4,0.7,.605,,,2.2,1.1,,,,1.5,3.0
2392,Brady Walker,330,/players/w/walkebr01.html,29,17,,,0.8,1.9,.394,,,,0.8,1.9,.394,.394,0.3,0.5,.556,,,1.8,0.5,,,,0.6,1.8
2393,Chuck Cooper,330,/players/c/coopech01.html,24,66,,,3.1,9.1,.344,,,,3.1,9.1,.344,.344,3.0,4.0,.753,,,8.5,2.6,,,,3.3,9.3
2394,Bob Cousy,330,/players/c/cousybo01.html,22,69,,,5.8,16.5,.352,,,,5.8,16.5,.352,.352,4.0,5.3,.756,,,6.9,4.9,,,,2.7,15.6
2395,Bob Donham,330,/players/d/donhabo01.html,24,68,,,2.2,4.4,.507,,,,2.2,4.4,.507,.507,1.7,3.4,.498,,,3.5,2.0,,,,2.6,6.1
2396,Andy Duncan,330,/players/d/duncaan01.html,28,14,,,0.5,2.9,.175,,,,0.5,2.9,.175,.175,1.1,1.6,.682,,,2.1,0.6,,,,2.3,2.1
2397,Bob Harris,330,/players/h/harribo01.html,23,44,,,1.9,5.4,.357,,,,1.9,5.4,.357,.357,1.6,2.4,.664,,,5.6,1.3,,,,3.1,5.5
2398,Sonny Hertzberg,330,/players/h/hertzso01.html,28,65,,,3.2,10.0,.316,,,,3.2,10.0,.316,.316,3.4,4.2,.826,,,4.0,3.8,,,,2.4,9.8
2399,Ed Leede,330,/players/l/leedeed01.html,23,57,,,2.1,6.5,.322,,,,2.1,6.5,.322,.322,2.5,3.3,.741,,,2.1,1.7,,,,2.5,6.6
2400,Ed Macauley,330,/players/m/macaued01.html,22,68,,,6.8,14.5,.466,,,,6.8,14.5,.466,.466,6.9,9.0,.759,,,9.1,3.7,,,,3.0,20.4
2401,John Mahnken,330,/players/m/mahnkjo01.html,28,46,,,2.2,6.5,.342,,,,2.2,6.5,.342,.342,0.8,1.2,.648,,,4.0,1.5,,,,3.3,5.2
2402,Dick Mehen,330,/players/m/mehendi01.html,28,7,,,2.4,7.4,.327,,,,2.4,7.4,.327,.327,1.4,2.1,.667,,,3.7,1.6,,,,2.0,6.3
2403,Bones McKinney,330,/players/m/mckinbo01.html,32,34,,,2.6,8.4,.317,,,,2.6,8.4,.317,.317,1.6,2.2,.743,,,5.3,2.3,,,,3.6,6.9
2404,Kenny Sailors,330,/players/s/sailoke01.html,29,10,,,0.4,2.5,.160,,,,0.4,2.5,.160,.160,1.0,1.6,.625,,,0.3,0.8,,,,1.4,1.8
2405,Ed Stanczak,330,/players/s/stanced01.html,29,19,,,0.6,2.6,.240,,,,0.6,2.6,.240,.240,1.9,2.4,.800,,,1.9,0.4,,,,2.5,3.2
2406,Harry Boykoff,330,/players/b/boykoha01.html,28,32,,,2.4,6.3,.384,,,,2.4,6.3,.384,.384,1.4,2.0,.714,,,4.2,1.3,,,,4.1,6.3
2407,Kleggie Hermsen,330,/players/h/hermskl01.html,27,23,,,2.6,8.3,.314,,,,,,,.314,1.3,2.1,.592,,,,0.9,,,,3.0,6.5
2408,Frank Kudelka,330,/players/k/kudelfr01.html,25,27,,,2.0,5.6,.360,,,,,,,.360,0.7,1.0,.741,,,,1.1,,,,2.3,4.7
2409,Brady Walker,331,/players/w/walkebr01.html,28,68,,,3.2,8.6,.374,,,,3.2,8.6,.374,.374,1.1,1.7,.632,,,,1.6,,,,1.5,7.5
2410,Johnny Ezersky,331,/players/e/ezersjo01.html,,16,,,2.3,8.5,.265,,,,2.3,8.5,.265,.265,2.2,3.2,.686,,,,1.4,,,,2.4,6.7
2411,Gene Englund,331,/players/e/engluge01.html,32,24,,,2.3,6.2,.372,,,,2.3,6.2,.372,.372,3.6,4.4,.811,,,,0.7,,,,4.0,8.2
2412,Hoot Gibson,331,/players/g/gibsoho01.html,28,2,,,1.5,2.0,.750,,,,1.5,2.0,.750,.750,0.5,2.0,.250,,,,0.5,,,,1.5,3.5
2413,Sonny Hertzberg,331,/players/h/hertzso01.html,27,68,,,4.0,12.7,.318,,,,4.0,12.7,.318,.318,2.1,2.8,.749,,,,2.9,,,,2.3,10.2
2414,George Kaftan,331,/players/k/kaftage01.html,21,55,,,3.6,9.7,.372,,,,3.6,9.7,.372,.372,2.5,3.8,.654,,,,2.6,,,,1.7,9.7
2415,Bob Kinney,331,/players/k/kinnebo01.html,29,60,,,3.9,10.4,.375,,,,3.9,10.4,.375,.375,3.4,5.3,.628,,,,1.7,,,,4.2,11.1
2416,Tony Lavelli,331,/players/l/lavelto01.html,23,56,,,2.9,7.8,.372,,,,2.9,7.8,.372,.372,3.0,3.5,.853,,,,0.7,,,,1.9,8.8
2417,Ed Leede,331,/players/l/leedeed01.html,22,64,,,2.7,7.9,.343,,,,2.7,7.9,.343,.343,3.5,4.9,.706,,,,2.0,,,,2.6,8.9
2418,John Mahnken,331,/players/m/mahnkjo01.html,27,24,,,1.8,7.0,.262,,,,1.8,7.0,.262,.262,1.0,1.5,.639,,,,1.8,,,,3.1,4.6
2419,Joe Mullaney,331,/players/m/mullajo01.html,24,37,,,0.2,1.9,.129,,,,0.2,1.9,.129,.129,0.3,0.4,.800,,,,1.4,,,,0.8,0.8
2420,Dermie O'Connell,331,/players/o/oconnde01.html,21,37,,,1.9,7.4,.262,,,,1.9,7.4,.262,.262,0.9,1.6,.569,,,,1.7,,,,1.7,4.8
2421,George Nostrand,331,/players/n/nostrge01.html,26,18,,,2.0,6.7,.300,,,,2.0,6.7,.300,.300,2.0,3.3,.610,,,,0.9,,,,2.6,6.0
2422,Jim Seminoff,331,/players/s/seminji01.html,27,65,,,1.3,4.4,.300,,,,1.3,4.4,.300,.300,2.2,2.9,.755,,,,3.8,,,,2.4,4.8
2423,Howie Shannon,331,/players/s/shannho01.html,26,67,,,3.3,9.6,.344,,,,3.3,9.6,.344,.344,2.1,2.7,.786,,,,2.6,,,,2.2,8.8
2424,Art Spector,331,/players/s/spectar01.html,29,7,,,0.3,1.7,.167,,,,0.3,1.7,.167,.167,0.1,0.6,.250,,,,0.4,,,,0.6,0.7
2425,Bob Doll,331,/players/d/dollbo01.html,30,47,,,2.6,7.4,.346,,,,2.6,7.4,.346,.346,1.6,2.4,.658,,,,2.3,,,,2.5,6.7
2426,Gene Stump,332,/players/s/stumpge01.html,25,56,,,3.4,10.4,.333,,,,3.4,10.4,.333,.333,1.6,2.3,.713,,,,1.0,,,,1.8,8.5
2427,George Kaftan,332,/players/k/kaftage01.html,20,21,,,5.5,15.0,.368,,,,5.5,15.0,.368,.368,3.4,5.5,.626,,,,2.9,,,,1.3,14.5
2428,John Hazen,332,/players/h/hazenjo01.html,21,6,,,1.0,2.8,.353,,,,1.0,2.8,.353,.353,1.0,1.2,.857,,,,0.5,,,,1.7,3.0
2429,Chick Halbert,332,/players/h/halbech01.html,29,33,,,3.0,10.2,.293,,,,3.0,10.2,.293,.293,3.4,5.7,.596,,,,1.8,,,,2.9,9.4
2430,Jack Garfinkel,332,/players/g/garfija01.html,30,9,,,1.3,7.8,.171,,,,1.3,7.8,.171,.171,1.1,1.6,.714,,,,1.9,,,,2.1,3.8
2431,Johnny Ezersky,332,/players/e/ezersjo01.html,,18,,,3.8,10.3,.368,,,,3.8,10.3,.368,.368,2.7,4.4,.613,,,,1.6,,,,2.7,10.3
2432,Phil Farbman,332,/players/f/farbmph01.html,24,21,,,1.0,3.7,.269,,,,1.0,3.7,.269,.269,1.4,1.8,.789,,,,0.9,,,,1.7,3.4
2433,Bulbs Ehlers,332,/players/e/ehlerbu01.html,25,59,,,3.1,9.9,.312,,,,3.1,9.9,.312,.312,2.5,3.8,.667,,,,2.3,,,,2.0,8.7
2434,Bob Doll,332,/players/d/dollbo01.html,29,47,,,3.1,9.3,.331,,,,3.1,9.3,.331,.331,1.7,2.5,.684,,,,2.5,,,,2.5,7.9
2435,Hank Beenders,332,/players/b/beendha01.html,32,8,,,0.8,3.5,.214,,,,0.8,3.5,.214,.214,0.9,1.1,.778,,,,0.4,,,,1.1,2.4
2436,Tom Kelly,332,/players/k/kellyto01.html,24,27,,,2.7,8.1,.335,,,,2.7,8.1,.335,.335,1.7,2.7,.616,,,,1.4,,,,2.7,7.1
2437,Bob Kinney,332,/players/k/kinnebo01.html,28,21,,,3.6,10.7,.335,,,,3.6,10.7,.335,.335,2.6,4.3,.593,,,,1.2,,,,4.2,9.7
2438,Art Spector,332,/players/s/spectar01.html,28,59,,,2.2,7.4,.300,,,,2.2,7.4,.300,.300,1.1,2.0,.552,,,,1.3,,,,1.9,5.5
2439,Earl Shannon,332,/players/s/shannea01.html,27,5,,,0.4,2.2,.182,,,,0.4,2.2,.182,.182,0.2,0.8,.250,,,,0.8,,,,0.4,1.0
2440,Jim Seminoff,332,/players/s/seminji01.html,26,58,,,2.6,8.4,.314,,,,2.6,8.4,.314,.314,2.6,3.8,.689,,,,3.9,,,,3.4,7.9
2441,Bill Roberts,332,/players/r/roberbi01.html,23,26,,,1.4,4.2,.330,,,,1.4,4.2,.330,.330,0.3,0.7,.474,,,,0.5,,,,1.3,3.1
2442,Mel Riebe,332,/players/r/riebeme01.html,32,33,,,4.4,15.2,.291,,,,4.4,15.2,.291,.291,2.1,3.5,.603,,,,2.9,,,,2.9,11.0
2443,George Nostrand,332,/players/n/nostrge01.html,25,27,,,3.4,9.9,.341,,,,3.4,9.9,.341,.341,3.1,5.0,.615,,,,1.4,,,,2.7,9.8
2444,Stan Noszka,332,/players/n/noszkst01.html,28,30,,,1.0,4.1,.244,,,,1.0,4.1,.244,.244,0.5,1.0,.500,,,,0.8,,,,1.9,2.5
2445,Dermie O'Connell,332,/players/o/oconnde01.html,20,21,,,4.1,15.0,.276,,,,4.1,15.0,.276,.276,1.4,2.7,.536,,,,3.1,,,,1.9,9.7
2446,Al Lucas,332,/players/l/lucasal01.html,26,2,,,0.5,1.5,.333,,,,0.5,1.5,.333,.333,0.0,0.0,,,,,1.0,,,,0.0,1.0
2447,Johnny Bach,332,/players/b/bachjo01.html,24,34,,,1.0,3.5,.286,,,,1.0,3.5,.286,.286,1.5,2.2,.680,,,,0.7,,,,0.7,3.5
2448,Gene Stump,333,/players/s/stumpge01.html,24,43,,,1.4,5.7,.239,,,,1.4,5.7,.239,.239,0.6,0.9,.632,,,,0.4,,,,1.5,3.3
2449,Chuck Connors,333,/players/c/connoch01.html,26,4,,,1.3,3.3,.385,,,,1.3,3.3,.385,.385,0.5,0.8,.667,,,,0.3,,,,1.3,3.0
2450,Bulbs Ehlers,333,/players/e/ehlerbu01.html,24,40,,,2.6,10.4,.249,,,,2.6,10.4,.249,.249,2.0,3.6,.542,,,,1.1,,,,2.3,7.2
2451,Jack Garfinkel,333,/players/g/garfija01.html,29,43,,,2.7,8.8,.300,,,,2.7,8.8,.300,.300,0.8,1.1,.761,,,,1.4,,,,1.8,6.1
2452,Cecil Hankins,333,/players/h/hankice01.html,26,25,,,0.9,4.6,.198,,,,0.9,4.6,.198,.198,1.0,1.4,.686,,,,0.3,,,,1.1,2.8
2453,Jack Hewson,333,/players/h/hewsoja01.html,23,24,,,0.9,3.7,.247,,,,0.9,3.7,.247,.247,0.9,1.3,.700,,,,0.0,,,,1.6,2.7
2454,Charlie Hoefer,333,/players/h/hoefech01.html,30,7,,,0.4,2.7,.158,,,,0.4,2.7,.158,.158,0.6,1.1,.500,,,,0.4,,,,2.4,1.4
2455,John Janisch,333,/players/j/janisjo01.html,27,3,,,0.3,2.3,.143,,,,0.3,2.3,.143,.143,0.3,0.7,.500,,,,0.0,,,,1.0,1.0
2456,Saul Mariaschin,333,/players/m/mariasa01.html,23,43,,,2.9,10.8,.270,,,,2.9,10.8,.270,.270,1.9,2.7,.709,,,,1.4,,,,2.8,7.7
2457,George Munroe,333,/players/m/munroge01.html,26,21,,,1.3,4.3,.297,,,,1.3,4.3,.297,.297,0.8,1.2,.654,,,,0.1,,,,1.0,3.4
2458,Stan Noszka,333,/players/n/noszkst01.html,27,22,,,1.2,4.4,.278,,,,1.2,4.4,.278,.278,1.1,1.6,.686,,,,0.2,,,,2.4,3.5
2459,Mel Riebe,333,/players/r/riebeme01.html,31,48,,,4.2,13.6,.309,,,,4.2,13.6,.309,.309,1.8,2.9,.620,,,,0.9,,,,2.9,10.2
2460,Ed Sadowski,333,/players/s/sadowed01.html,30,47,,,6.6,20.3,.323,,,,6.6,20.3,.323,.323,6.3,9.0,.697,,,,1.6,,,,3.9,19.4
2461,Connie Simmons,333,/players/s/simmoco01.html,22,32,,,3.4,11.4,.295,,,,3.4,11.4,.295,.295,1.0,1.7,.593,,,,0.5,,,,2.6,7.8
2462,Art Spector,333,/players/s/spectar01.html,27,48,,,1.4,5.1,.276,,,,1.4,5.1,.276,.276,1.3,1.9,.652,,,,0.4,,,,2.2,4.0
2463,Mike Bloom,333,/players/b/bloommi01.html,33,14,,,3.3,12.1,.272,,,,3.3,12.1,.272,.272,2.6,4.1,.649,,,,1.0,,,,2.6,9.2
2464,Red Wallace,334,/players/w/wallare01.html,28,24,,,2.3,9.3,.246,,,,2.3,9.3,.246,.246,0.9,2.0,.438,,,,0.8,,,,1.8,5.5
2465,Wyndol Gray,334,/players/g/graywy01.html,24,55,,,2.5,8.7,.292,,,,2.5,8.7,.292,.292,1.3,2.3,.581,,,,0.9,,,,1.9,6.4
2466,Jack Garfinkel,334,/players/g/garfija01.html,28,40,,,2.0,7.6,.266,,,,2.0,7.6,.266,.266,0.4,0.7,.607,,,,1.5,,,,1.6,4.5
2467,Warren Fenley,334,/players/f/fenlewa01.html,24,33,,,0.9,4.2,.225,,,,0.9,4.2,.225,.225,0.7,1.4,.511,,,,0.5,,,,1.8,2.6
2468,Don Eliason,334,/players/e/eliasdo01.html,28,1,,,0.0,1.0,.000,,,,0.0,1.0,.000,.000,0.0,0.0,,,,,0.0,,,,1.0,0.0
2469,Bob Duffy,334,/players/d/duffybo01.html,24,6,,,0.3,1.2,.286,,,,0.3,1.2,.286,.286,0.7,0.7,1.000,,,,0.0,,,,0.7,1.3
2470,Hal Crisler,334,/players/c/crislha01.html,23,4,,,0.5,1.5,.333,,,,0.5,1.5,.333,.333,0.5,0.5,1.000,,,,0.0,,,,1.5,1.5
2471,Chuck Connors,334,/players/c/connoch01.html,25,49,,,1.9,7.8,.247,,,,1.9,7.8,.247,.247,0.8,1.7,.464,,,,0.8,,,,2.6,4.6
2472,Al Brightman,334,/players/b/brighal01.html,23,58,,,3.8,15.0,.256,,,,3.8,15.0,.256,.256,2.1,3.3,.627,,,,1.0,,,,2.0,9.8
2473,Mel Hirsch,334,/players/h/hirscme01.html,25,13,,,0.7,3.5,.200,,,,0.7,3.5,.200,.200,0.1,0.2,.500,,,,0.8,,,,1.4,1.5
2474,Charlie Hoefer,334,/players/h/hoefech01.html,29,35,,,2.2,9.0,.241,,,,2.2,9.0,.241,.241,1.7,2.7,.634,,,,0.7,,,,2.3,6.0
2475,Virgil Vaughn,334,/players/v/vaughvi01.html,28,17,,,0.9,4.6,.192,,,,0.9,4.6,.192,.192,0.9,1.6,.536,,,,0.6,,,,1.1,2.6
2476,Art Spector,334,/players/s/spectar01.html,26,55,,,2.2,8.4,.267,,,,2.2,8.4,.267,.267,1.5,2.7,.553,,,,0.8,,,,2.4,6.0
2477,Connie Simmons,334,/players/s/simmoco01.html,21,60,,,4.1,12.8,.320,,,,4.1,12.8,.320,.320,2.1,3.2,.677,,,,1.0,,,,2.2,10.3
2478,Johnny Simmons,334,/players/s/simmojo01.html,22,60,,,2.0,7.2,.280,,,,2.0,7.2,.280,.280,1.3,2.1,.614,,,,0.5,,,,1.3,5.3
2479,Dick Murphy,334,/players/m/murphdi01.html,25,7,,,0.1,2.4,.059,,,,0.1,2.4,.059,.059,0.0,0.6,.000,,,,0.4,,,,0.9,0.3
2480,Harold Kottman,334,/players/k/kottmha01.html,24,53,,,1.1,3.5,.314,,,,1.1,3.5,.314,.314,0.9,1.9,.465,,,,0.3,,,,1.1,3.1
2481,Jerry Kelly,334,/players/k/kellyje01.html,28,43,,,2.1,7.3,.291,,,,2.1,7.3,.291,.291,1.7,2.6,.667,,,,0.5,,,,3.0,6.0
2482,Tony Kappen,334,/players/k/kappeto01.html,27,18,,,1.4,5.1,.275,,,,1.4,5.1,.275,.275,1.3,2.1,.632,,,,0.3,,,,0.9,4.1
2483,Moe Becker,334,/players/b/beckemo01.html,29,6,,,0.8,3.7,.227,,,,0.8,3.7,.227,.227,0.5,0.7,.750,,,,0.2,,,,2.5,2.2
2484,Joe Johnson,335,/players/j/johnsjo02.html,33,80,80,34.9,5.6,12.8,.435,1.5,4.2,.359,4.1,8.6,.472,.494,1.8,2.2,.801,0.7,4.1,4.8,3.7,0.7,0.2,1.7,1.5,14.4
2485,Deron Williams,335,/players/w/willide01.html,30,68,55,31.1,4.4,11.3,.387,1.3,3.5,.367,3.1,7.9,.395,.443,3.0,3.5,.834,0.4,3.1,3.5,6.6,0.9,0.3,2.3,2.3,13.0
2486,Thaddeus Young,335,/players/y/youngth01.html,26,28,20,29.6,5.8,11.7,.495,0.7,1.8,.380,5.1,9.9,.516,.524,1.5,2.5,.606,1.9,4.1,5.9,1.4,1.4,0.3,1.5,2.0,13.8
2487,Brook Lopez,335,/players/l/lopezbr01.html,26,72,44,29.2,7.0,13.7,.513,0.0,0.1,.100,7.0,13.6,.517,.513,3.1,3.8,.814,3.0,4.5,7.4,0.7,0.6,1.8,1.4,2.9,17.2
2488,Jarrett Jack,335,/players/j/jackja01.html,31,80,27,28.0,4.5,10.2,.439,0.5,1.8,.267,4.0,8.4,.477,.463,2.5,2.8,.881,0.2,2.8,3.1,4.7,0.9,0.2,2.4,1.8,12.0
2489,Bojan Bogdanovic,335,/players/b/bogdabo02.html,25,78,28,23.8,3.3,7.4,.453,1.2,3.3,.355,2.2,4.1,.531,.532,1.1,1.4,.821,0.6,2.1,2.7,0.9,0.4,0.1,1.0,1.3,9.0
2490,Alan Anderson,335,/players/a/anderal01.html,32,74,19,23.6,2.6,5.9,.443,1.0,2.8,.348,1.6,3.1,.530,.526,1.1,1.4,.812,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4
2491,Mirza Teletovic,335,/players/t/teletmi01.html,29,40,4,22.3,3.1,8.0,.382,1.6,4.8,.321,1.5,3.2,.476,.480,0.8,1.2,.717,0.7,4.2,4.9,1.2,0.4,0.4,1.3,1.9,8.5
2492,Mason Plumlee,335,/players/p/plumlma01.html,24,82,45,21.3,3.4,6.0,.573,0.0,0.0,.000,3.4,5.9,.576,.573,1.9,3.9,.495,2.1,4.1,6.2,0.9,0.8,0.8,1.3,2.5,8.7
2493,Kevin Garnett,335,/players/g/garneke01.html,38,42,42,20.3,3.0,6.5,.455,0.0,0.1,.167,3.0,6.4,.461,.456,0.8,1.0,.829,1.1,5.7,6.8,1.6,1.0,0.3,1.1,2.3,6.8
2494,Sergey Karasev,335,/players/k/karasse01.html,21,33,16,16.8,1.6,4.1,.403,0.5,1.6,.296,1.2,2.4,.475,.463,0.9,1.2,.763,0.7,1.3,2.0,1.4,0.7,0.0,0.7,1.4,4.6
2495,Markel Brown,335,/players/b/brownma02.html,23,47,29,16.6,1.6,4.5,.362,0.4,1.4,.266,1.3,3.1,.404,.402,1.0,1.2,.825,0.3,1.9,2.3,0.8,0.7,0.3,0.6,1.2,4.6
2496,Cory Jefferson,335,/players/j/jeffeco01.html,24,50,1,10.6,1.5,3.3,.449,0.0,0.3,.133,1.5,3.0,.480,.455,0.6,1.1,.574,0.9,2.0,2.9,0.3,0.2,0.4,0.4,1.2,3.7
2497,Earl Clark,335,/players/c/clarkea01.html,27,10,0,9.3,1.1,3.0,.367,0.4,1.4,.286,0.7,1.6,.438,.433,0.1,0.4,.250,0.1,2.2,2.3,0.3,0.3,0.4,0.6,1.2,2.7
2498,Jerome Jordan,335,/players/j/jordaje01.html,28,44,0,8.7,1.1,2.1,.532,0.0,0.0,,1.1,2.1,.532,.532,0.9,1.0,.864,1.2,1.2,2.4,0.3,0.2,0.3,0.5,1.3,3.1
2499,Darius Morris,335,/players/m/morrida01.html,24,38,0,7.9,0.9,2.8,.340,0.2,0.9,.212,0.8,1.9,.397,.373,0.1,0.2,.444,0.2,0.5,0.7,1.3,0.2,0.0,0.6,0.5,2.2
2500,Brandon Davies,335,/players/d/daviebr01.html,23,7,0,6.3,0.9,2.6,.333,0.1,0.6,.250,0.7,2.0,.357,.361,0.4,0.6,.750,0.4,1.0,1.4,0.3,0.1,0.4,0.6,0.7,2.3
2501,Andrei Kirilenko,335,/players/k/kirilan01.html,33,7,0,5.1,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.4,0.6,.750,0.3,0.9,1.1,0.1,0.1,0.0,0.1,0.1,0.4
2502,Jorge Gutierrez,335,/players/g/gutiejo01.html,26,10,0,4.4,0.7,1.4,.500,0.0,0.1,.000,0.7,1.3,.538,.500,0.2,0.3,.667,0.0,0.7,0.7,0.7,0.1,0.0,0.3,0.9,1.6
2503,Joe Johnson,336,/players/j/johnsjo02.html,32,79,79,32.6,5.8,12.9,.454,2.1,5.1,.401,3.8,7.8,.489,.533,2.0,2.5,.815,0.6,2.8,3.4,2.7,0.6,0.1,1.5,1.6,15.8
2504,Deron Williams,336,/players/w/willide01.html,29,64,58,32.2,5.0,11.2,.450,1.5,4.2,.366,3.5,7.0,.500,.518,2.7,3.4,.801,0.2,2.4,2.6,6.1,1.5,0.2,2.2,2.3,14.3
2505,Brook Lopez,336,/players/l/lopezbr01.html,25,17,17,31.4,7.6,13.5,.563,0.0,0.1,.000,7.6,13.4,.566,.563,5.5,6.8,.817,2.3,3.7,6.0,0.9,0.5,1.8,1.6,3.1,20.7
2506,Paul Pierce,336,/players/p/piercpa01.html,36,75,68,28.0,4.3,9.5,.451,1.5,4.0,.373,2.8,5.5,.507,.529,3.4,4.1,.826,0.3,4.3,4.6,2.4,1.1,0.4,2.0,2.5,13.5
2507,Shaun Livingston,336,/players/l/livinsh01.html,28,76,54,26.0,3.1,6.4,.483,0.0,0.1,.167,3.1,6.3,.486,.484,2.1,2.5,.827,0.9,2.4,3.2,3.2,1.2,0.4,1.4,2.3,8.3
2508,Marcus Thornton,336,/players/t/thornma01.html,26,26,1,23.8,4.2,10.2,.414,2.0,5.3,.380,2.2,5.0,.450,.511,1.8,2.3,.800,0.7,2.2,2.8,1.2,1.0,0.1,1.1,1.4,12.3
2509,Alan Anderson,336,/players/a/anderal01.html,31,78,26,22.7,2.5,6.2,.400,1.1,3.2,.339,1.4,3.0,.464,.487,1.2,1.5,.780,0.5,1.7,2.2,1.0,0.6,0.1,0.8,1.9,7.2
2510,Andray Blatche,336,/players/b/blatcan01.html,27,73,7,22.2,4.4,9.2,.476,0.2,0.7,.278,4.2,8.5,.494,.487,2.2,3.0,.742,1.6,3.7,5.3,1.5,1.0,0.5,1.5,2.3,11.2
2511,Kevin Garnett,336,/players/g/garneke01.html,37,54,54,20.5,2.9,6.6,.441,0.0,0.1,.000,2.9,6.5,.445,.441,0.7,0.9,.809,1.1,5.5,6.6,1.5,0.8,0.7,1.3,2.3,6.5
2512,Mirza Teletovic,336,/players/t/teletmi01.html,28,72,7,19.4,3.1,7.3,.418,1.9,4.8,.390,1.2,2.5,.472,.546,0.6,0.9,.710,0.8,2.9,3.7,0.8,0.4,0.3,0.8,2.0,8.6
2513,Andrei Kirilenko,336,/players/k/kirilan01.html,32,45,4,19.0,1.8,3.6,.513,0.0,0.1,.200,1.8,3.4,.523,.516,1.4,2.6,.513,1.2,2.0,3.2,1.6,0.9,0.4,1.2,1.4,5.0
2514,Mason Plumlee,336,/players/p/plumlma01.html,23,70,22,18.2,2.8,4.3,.659,0.0,0.0,.000,2.8,4.3,.666,.659,1.7,2.8,.626,1.4,3.0,4.4,0.9,0.7,0.8,1.1,2.4,7.4
2515,Jorge Gutierrez,336,/players/g/gutiejo01.html,25,15,2,16.3,1.7,3.6,.463,0.2,0.8,.250,1.5,2.8,.524,.491,0.6,0.8,.750,0.2,1.3,1.5,2.0,0.7,0.1,0.9,2.5,4.1
2516,Jason Terry,336,/players/t/terryja01.html,36,35,0,16.3,1.6,4.3,.362,1.1,2.9,.379,0.5,1.4,.327,.490,0.3,0.4,.667,0.1,0.9,1.1,1.6,0.4,0.0,0.8,1.4,4.5
2517,Reggie Evans,336,/players/e/evansre01.html,33,30,6,13.3,0.8,2.0,.390,0.0,0.0,,0.8,2.0,.390,.390,1.2,2.2,.538,1.8,3.2,5.0,0.2,0.4,0.1,0.9,1.8,2.7
2518,Tyshawn Taylor,336,/players/t/tayloty01.html,23,23,3,11.7,1.3,4.0,.341,0.1,0.5,.250,1.2,3.4,.354,.357,1.0,1.3,.800,0.1,0.5,0.7,1.6,0.5,0.0,1.3,1.3,3.9
2519,Marquis Teague,336,/players/t/teaguma01.html,20,21,1,9.6,1.0,2.5,.415,0.1,0.4,.375,0.9,2.1,.422,.443,0.7,0.9,.789,0.0,1.0,1.0,1.4,0.4,0.0,1.0,1.0,3.0
2520,Tornike Shengelia,336,/players/s/shengto01.html,22,17,0,8.1,0.6,1.4,.458,0.0,0.4,.000,0.6,1.1,.611,.458,0.2,0.5,.375,0.2,0.6,0.8,0.7,0.1,0.1,0.6,0.9,1.5
2521,Jason Collins,336,/players/c/collija04.html,35,22,1,7.8,0.5,1.1,.458,0.0,0.1,.000,0.5,1.0,.524,.458,0.1,0.2,.750,0.3,0.5,0.9,0.2,0.4,0.0,0.3,1.4,1.1
2522,Joe Johnson,337,/players/j/johnsjo02.html,31,72,72,36.7,6.2,14.6,.423,2.1,5.5,.375,4.1,9.1,.452,.493,1.8,2.2,.820,0.7,2.3,3.0,3.5,0.7,0.2,1.7,1.4,16.3
2523,Deron Williams,337,/players/w/willide01.html,28,78,78,36.4,6.3,14.4,.440,2.2,5.7,.378,4.2,8.7,.482,.516,4.1,4.7,.859,0.4,2.6,3.0,7.7,1.0,0.4,2.8,2.5,18.9
2524,Brook Lopez,337,/players/l/lopezbr01.html,24,74,74,30.4,7.7,14.8,.521,0.0,0.0,.000,7.7,14.8,.522,.521,4.0,5.3,.758,2.8,4.1,6.9,0.9,0.4,2.1,1.8,2.1,19.4
2525,Gerald Wallace,337,/players/w/wallage01.html,30,69,68,30.1,2.6,6.6,.397,0.7,2.4,.282,2.0,4.3,.461,.448,1.8,2.8,.637,1.0,3.6,4.6,2.6,1.4,0.7,1.6,1.7,7.7
2526,Reggie Evans,337,/players/e/evansre01.html,32,80,56,24.6,1.6,3.3,.479,0.0,0.0,,1.6,3.3,.479,.479,1.4,2.8,.509,3.3,7.9,11.1,0.5,0.9,0.2,1.4,2.5,4.5
2527,Keith Bogans,337,/players/b/boganke01.html,32,74,23,19.0,1.5,3.8,.380,1.1,3.3,.343,0.3,0.5,.615,.528,0.1,0.2,.647,0.2,1.4,1.6,1.0,0.4,0.1,0.7,1.5,4.2
2528,Andray Blatche,337,/players/b/blatcan01.html,26,82,8,19.0,4.2,8.2,.512,0.0,0.3,.136,4.2,8.0,.524,.514,1.8,2.6,.685,2.0,3.1,5.1,1.0,1.0,0.7,1.5,2.0,10.3
