400,Paul Millsap,200,/players/m/millspa01.html,29,64,64,33.1,6.2,12.8,.480,1.1,3.0,.358,5.1,9.8,.517,3.5,4.8,.747,1.9,6.0,8.0,3.0,1.7,0.9,2.4,2.8,16.9
401,Kyle Korver,200,/players/k/korveky01.html,33,64,64,32.7,4.0,8.0,.496,3.0,6.0,.501,1.0,2.0,.481,1.4,1.6,.902,0.2,3.9,4.1,2.5,0.7,0.5,1.5,1.9,12.4
402,DeMarre Carroll,200,/players/c/carrode01.html,28,57,56,31.4,4.3,9.0,.475,1.7,4.3,.397,2.5,4.6,.547,1.8,2.4,.719,1.4,3.8,5.2,1.5,1.4,0.2,1.0,2.3,12.0
403,Jeff Teague,200,/players/t/teaguje01.html,26,61,60,31.1,5.8,12.5,.461,1.0,3.0,.339,4.7,9.5,.500,4.1,4.7,.872,0.3,2.1,2.4,7.2,1.7,0.5,2.8,2.0,16.6
404,Al Horford,200,/players/h/horfoal01.html,28,63,63,30.8,6.8,12.7,.536,0.2,0.5,.323,6.6,12.2,.544,1.6,2.0,.775,1.7,5.7,7.4,3.3,0.9,1.3,1.3,1.6,15.3
405,Dennis Schroder,200,/players/s/schrode01.html,21,65,7,19.4,3.5,8.2,.428,0.6,1.7,.333,3.0,6.6,.452,1.8,2.3,.810,0.3,1.7,2.0,4.1,0.7,0.0,1.9,1.6,9.4
406,Thabo Sefolosha,200,/players/s/sefolth01.html,30,45,7,19.0,1.9,4.5,.424,0.4,1.4,.292,1.5,3.1,.486,0.8,1.1,.745,1.0,3.3,4.3,1.5,1.0,0.5,0.7,1.3,5.1
407,Kent Bazemore,200,/players/b/bazemke01.html,25,60,6,16.9,1.9,4.2,.439,0.6,1.6,.392,1.2,2.6,.468,0.7,1.3,.566,0.3,2.6,2.8,1.0,0.7,0.5,1.0,1.7,5.1
408,Pero Antic,200,/players/a/anticpe01.html,32,51,3,16.3,1.6,4.7,.346,0.8,2.7,.281,0.9,2.0,.436,1.3,1.9,.677,1.0,1.9,2.9,0.8,0.2,0.3,0.8,2.1,5.3
409,Mike Scott,200,/players/s/scottmi01.html,26,62,0,15.8,2.9,6.4,.448,1.0,2.7,.353,1.9,3.7,.517,0.9,1.1,.803,0.6,2.1,2.7,1.0,0.3,0.0,0.5,1.1,7.5
410,Elton Brand,200,/players/b/brandel01.html,35,25,2,14.1,1.2,2.8,.435,0.0,0.0,,1.2,2.8,.435,0.4,0.7,.529,1.0,2.4,3.4,0.6,0.6,0.8,0.4,1.8,2.8
411,Shelvin Mack,200,/players/m/macksh01.html,24,41,0,14.1,2.0,4.9,.403,0.8,2.3,.354,1.1,2.6,.448,0.4,0.6,.739,0.1,1.1,1.3,2.5,0.4,0.0,0.9,0.6,5.2
412,John Jenkins,200,/players/j/jenkijo01.html,23,16,1,10.7,1.8,3.4,.509,0.7,1.6,.440,1.1,1.9,.567,0.5,0.5,1.000,0.0,1.7,1.7,0.3,0.1,0.0,0.4,0.6,4.7
413,Mike Muscala,200,/players/m/muscami01.html,23,25,2,9.2,1.5,2.9,.521,0.0,0.3,.125,1.5,2.6,.569,0.4,0.5,.917,1.2,1.2,2.4,0.3,0.2,0.5,0.4,0.9,3.5
414,Adreian Payne,200,/players/p/paynead01.html,23,3,0,6.3,0.7,2.3,.286,0.0,0.3,.000,0.7,2.0,.333,0.3,0.7,.500,0.3,1.0,1.3,0.0,0.3,0.0,0.0,1.3,1.7
415,Kyle Korver,201,/players/k/korveky01.html,32,71,71,33.9,4.1,8.6,.475,2.6,5.5,.472,1.5,3.1,.479,1.2,1.3,.926,0.3,3.7,4.0,2.9,1.0,0.3,1.4,2.1,12.0
416,Paul Millsap,201,/players/m/millspa01.html,28,74,73,33.5,6.5,14.1,.461,1.0,2.9,.358,5.5,11.3,.487,3.9,5.3,.731,2.1,6.4,8.5,3.1,1.7,1.1,2.5,2.8,17.9
417,Al Horford,201,/players/h/horfoal01.html,27,29,29,33.0,8.2,14.5,.567,0.1,0.4,.364,8.1,14.1,.572,2.0,2.9,.682,2.3,6.1,8.4,2.6,0.9,1.5,2.2,1.9,18.6
418,Jeff Teague,201,/players/t/teaguje01.html,25,79,79,32.2,5.8,13.2,.438,0.9,2.8,.329,4.8,10.3,.469,4.0,4.8,.846,0.4,2.2,2.6,6.7,1.1,0.2,2.9,2.0,16.5
419,DeMarre Carroll,201,/players/c/carrode01.html,27,73,73,32.1,4.1,8.8,.470,1.3,3.7,.362,2.8,5.1,.548,1.5,1.9,.773,1.5,4.1,5.5,1.8,1.5,0.3,1.1,2.6,11.1
420,Louis Williams,201,/players/w/willilo02.html,27,60,7,24.1,3.3,8.2,.400,1.3,3.9,.342,2.0,4.4,.450,2.5,3.0,.849,0.2,1.9,2.1,3.5,0.8,0.1,1.5,1.1,10.4
421,Shelvin Mack,201,/players/m/macksh01.html,23,73,11,20.4,2.9,6.9,.417,0.8,2.5,.337,2.0,4.3,.464,0.9,1.0,.865,0.3,1.9,2.2,3.7,0.7,0.0,1.2,1.4,7.5
422,Elton Brand,201,/players/b/brandel01.html,34,73,15,19.4,2.5,4.5,.539,0.0,0.0,.000,2.5,4.5,.542,0.8,1.3,.649,1.3,3.6,4.9,1.0,0.5,1.2,0.8,2.6,5.7
423,Pero Antic,201,/players/a/anticpe01.html,31,50,26,18.5,2.5,5.9,.418,1.1,3.4,.327,1.3,2.5,.545,1.0,1.3,.758,1.1,3.0,4.2,1.2,0.4,0.2,1.1,2.5,7.0
424,Mike Scott,201,/players/s/scottmi01.html,25,80,6,18.5,3.8,7.9,.479,0.8,2.5,.310,3.0,5.4,.558,1.3,1.7,.780,0.8,2.8,3.6,0.9,0.4,0.1,1.0,1.5,9.6
425,Gustavo Ayon,201,/players/a/ayongu01.html,28,26,14,16.5,2.0,3.9,.510,0.0,0.0,,2.0,3.9,.510,0.3,0.8,.400,1.6,3.2,4.8,1.1,1.0,0.4,1.1,1.8,4.3
426,Cartier Martin,201,/players/m/martica01.html,29,53,6,15.5,2.0,4.8,.414,1.1,2.8,.384,0.9,2.1,.455,0.9,1.2,.754,0.2,1.8,2.0,0.6,0.5,0.1,0.6,1.3,5.9
427,James Nunnally,201,/players/n/nunnaja01.html,23,4,0,13.5,1.5,4.5,.333,0.8,2.5,.300,0.8,2.0,.375,0.8,1.0,.750,0.3,1.8,2.0,0.5,0.3,0.3,1.0,0.5,4.5
428,Dennis Schroder,201,/players/s/schrode01.html,20,49,0,13.1,1.5,3.8,.383,0.2,0.9,.238,1.3,3.0,.425,0.6,0.9,.674,0.1,1.1,1.2,1.9,0.3,0.0,1.2,1.1,3.7
429,John Jenkins,201,/players/j/jenkijo01.html,22,13,0,12.2,1.2,3.2,.381,0.3,1.4,.222,0.9,1.8,.500,0.3,0.3,1.000,0.2,1.5,1.7,0.8,0.1,0.1,0.8,0.8,3.1
430,Mike Muscala,201,/players/m/muscami01.html,22,20,0,10.8,1.6,3.7,.425,0.0,0.2,.000,1.6,3.5,.443,0.7,0.7,1.000,0.9,1.8,2.6,0.4,0.2,0.5,0.6,1.5,3.8
431,Jared Cunningham,201,/players/c/cunnija01.html,22,5,0,4.4,0.2,0.4,.500,0.0,0.2,.000,0.2,0.2,1.000,0.0,0.4,.000,0.0,0.2,0.2,0.6,0.0,0.0,0.4,0.6,0.4
432,Dexter Pittman,201,/players/p/pittmde01.html,25,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,1.0,.000,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
433,Al Horford,202,/players/h/horfoal01.html,26,74,74,37.2,7.8,14.3,.543,0.0,0.1,.500,7.7,14.2,.544,1.8,2.8,.644,2.6,7.6,10.2,3.2,1.1,1.1,2.0,2.2,17.4
434,Josh Smith,202,/players/s/smithjo03.html,27,76,76,35.3,7.2,15.6,.465,0.8,2.6,.303,6.4,12.9,.498,2.2,4.2,.517,1.8,6.7,8.4,4.2,1.2,1.8,3.0,2.3,17.5
435,Jeff Teague,202,/players/t/teaguje01.html,24,80,78,32.9,5.5,12.2,.451,1.1,3.1,.359,4.4,9.1,.482,2.5,2.8,.881,0.3,1.9,2.3,7.2,1.5,0.4,2.9,2.3,14.6
436,Kyle Korver,202,/players/k/korveky01.html,31,74,60,30.5,3.7,8.1,.461,2.6,5.6,.457,1.2,2.5,.471,0.9,1.1,.859,0.3,3.6,4.0,2.0,0.9,0.5,0.9,2.3,10.9
437,Louis Williams,202,/players/w/willilo02.html,26,39,9,28.7,4.8,11.4,.422,1.8,5.0,.367,2.9,6.3,.466,2.7,3.1,.868,0.2,1.8,2.1,3.6,1.1,0.3,1.9,1.4,14.1
438,Devin Harris,202,/players/h/harride01.html,29,58,34,24.5,3.3,7.6,.438,1.3,4.0,.335,2.0,3.7,.549,1.9,2.7,.727,0.1,1.9,2.0,3.4,1.1,0.2,1.5,1.8,9.9
439,Zaza Pachulia,202,/players/p/pachuza01.html,28,52,15,21.8,2.2,4.6,.473,0.0,0.1,.000,2.2,4.6,.479,1.5,2.0,.757,2.5,3.9,6.5,1.5,0.7,0.2,1.3,2.5,5.9
440,DeShawn Stevenson,202,/players/s/stevede01.html,31,56,31,20.7,1.8,4.7,.374,1.4,3.7,.364,0.4,0.9,.415,0.2,0.4,.522,0.3,1.9,2.2,0.9,0.5,0.1,0.4,1.2,5.1
441,Jannero Pargo,202,/players/p/pargoja01.html,33,7,0,16.1,1.9,5.4,.342,1.0,2.9,.350,0.9,2.6,.333,0.3,0.3,1.000,0.1,0.9,1.0,2.7,0.4,0.0,0.7,1.1,5.0
442,Anthony Tolliver,202,/players/t/tollian01.html,27,62,11,15.5,1.3,3.5,.380,0.7,2.1,.338,0.6,1.3,.446,0.7,0.8,.863,0.5,2.0,2.5,0.5,0.2,0.2,0.6,1.1,4.1
443,Ivan Johnson,202,/players/j/johnsiv01.html,28,69,5,15.0,2.7,5.2,.520,0.0,0.2,.077,2.7,5.0,.536,1.2,1.9,.618,1.1,2.8,3.9,0.7,0.8,0.2,1.0,1.9,6.6
444,John Jenkins,202,/players/j/jenkijo01.html,21,61,2,14.8,2.1,4.8,.446,0.9,2.3,.384,1.3,2.6,.500,1.0,1.1,.843,0.3,1.3,1.5,0.9,0.2,0.2,0.7,0.6,6.1
445,Dahntay Jones,202,/players/j/jonesda02.html,32,28,4,13.6,1.1,2.9,.390,0.1,0.4,.250,1.0,2.5,.414,0.8,1.1,.677,0.4,0.7,1.1,0.7,0.4,0.0,0.6,1.6,3.1
446,Shelvin Mack,202,/players/m/macksh01.html,22,20,1,13.4,2.1,4.2,.488,0.7,1.8,.400,1.4,2.5,.551,0.4,0.7,.571,0.0,1.2,1.2,2.2,0.5,0.0,1.2,1.4,5.2
447,Anthony Morrow,202,/players/m/morroan01.html,27,24,1,12.5,2.0,4.6,.423,0.6,1.6,.395,1.3,3.0,.438,0.7,0.8,.889,0.4,0.7,1.1,0.4,0.5,0.0,0.2,1.4,5.2
448,Johan Petro,202,/players/p/petrojo01.html,27,31,8,11.4,1.5,3.5,.436,0.0,0.1,.250,1.5,3.4,.443,0.4,0.4,.917,1.1,2.5,3.6,0.5,0.3,0.3,0.8,1.5,3.5
449,Mike Scott,202,/players/s/scottmi01.html,24,40,1,9.4,1.8,3.7,.476,0.0,0.0,.000,1.8,3.7,.479,1.1,1.4,.768,1.0,1.8,2.8,0.3,0.1,0.1,0.5,0.8,4.6
450,Jeremy Tyler,202,/players/t/tylerje01.html,21,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
451,Joe Johnson,203,/players/j/johnsjo02.html,30,60,60,35.5,7.1,15.5,.454,2.1,5.4,.388,5.0,10.2,.489,2.6,3.1,.849,0.9,2.8,3.7,3.9,0.8,0.2,1.9,1.3,18.8
452,Josh Smith,203,/players/s/smithjo03.html,26,66,66,35.3,7.6,16.7,.458,0.4,1.7,.257,7.2,15.0,.480,3.1,4.9,.630,2.1,7.5,9.6,3.9,1.4,1.7,2.5,2.6,18.8
453,Jeff Teague,203,/players/t/teaguje01.html,23,66,66,33.1,4.8,10.2,.476,0.8,2.3,.342,4.1,7.9,.514,2.1,2.8,.757,0.3,2.1,2.4,4.9,1.6,0.6,2.0,2.2,12.6
454,Al Horford,203,/players/h/horfoal01.html,25,11,11,31.6,5.2,9.4,.553,0.0,0.1,.000,5.2,9.3,.559,2.0,2.7,.733,2.4,4.6,7.0,2.2,0.9,1.3,1.5,1.9,12.4
455,Zaza Pachulia,203,/players/p/pachuza01.html,27,58,44,28.3,2.9,5.8,.499,0.0,0.0,,2.9,5.8,.499,2.0,2.7,.741,2.7,5.2,7.9,1.4,0.9,0.5,1.4,3.0,7.8
456,Marvin Williams,203,/players/w/willima02.html,25,57,37,26.3,3.6,8.2,.432,1.0,2.6,.389,2.5,5.6,.452,2.0,2.6,.788,1.3,3.8,5.2,1.2,0.8,0.3,0.7,1.5,10.2
457,Kirk Hinrich,203,/players/h/hinriki01.html,31,48,31,25.8,2.5,6.1,.414,1.0,2.8,.346,1.6,3.3,.472,0.5,0.7,.781,0.2,1.9,2.1,2.8,0.8,0.2,1.2,2.1,6.6
458,Willie Green,203,/players/g/greenwi01.html,30,53,2,17.4,2.9,6.1,.471,0.9,2.1,.442,1.9,4.0,.486,0.9,1.1,.857,0.3,1.2,1.5,0.8,0.4,0.1,0.6,1.4,7.6
459,Ivan Johnson,203,/players/j/johnsiv01.html,27,56,0,16.7,2.5,4.9,.513,0.0,0.1,.333,2.5,4.8,.517,1.3,1.8,.720,1.2,2.9,4.0,0.6,0.8,0.3,1.2,2.1,6.4
460,Tracy McGrady,203,/players/m/mcgratr01.html,32,52,0,16.1,1.9,4.4,.437,0.3,0.6,.455,1.7,3.8,.434,1.1,1.6,.675,0.4,2.5,3.0,2.1,0.3,0.3,1.0,0.7,5.3
461,Vladimir Radmanovic,203,/players/r/radmavl01.html,31,49,3,15.4,1.5,4.0,.376,1.0,2.8,.370,0.5,1.3,.387,0.4,0.6,.759,0.7,2.2,2.9,1.1,0.4,0.3,0.7,1.3,4.5
462,Jannero Pargo,203,/players/p/pargoja01.html,32,50,0,13.4,2.1,5.1,.415,1.1,2.8,.384,1.0,2.3,.452,0.4,0.4,.950,0.2,1.3,1.5,1.9,0.4,0.0,1.0,1.3,5.6
463,Jason Collins,203,/players/c/collija04.html,33,30,10,10.3,0.5,1.3,.400,0.0,0.0,,0.5,1.3,.400,0.2,0.5,.467,0.4,1.2,1.6,0.3,0.1,0.1,0.3,1.1,1.3
464,Jerry Stackhouse,203,/players/s/stackje01.html,37,30,0,9.1,1.2,3.3,.370,0.4,1.3,.342,0.8,2.1,.387,0.7,0.8,.913,0.2,0.6,0.8,0.5,0.3,0.1,0.4,0.4,3.6
465,Erick Dampier,203,/players/d/dampier01.html,36,15,0,5.5,0.1,0.5,.125,0.0,0.0,,0.1,0.5,.125,0.0,0.0,,0.7,1.0,1.7,0.3,0.1,0.3,0.2,0.6,0.1
466,Donald Sloan,203,/players/s/sloando01.html,24,5,0,4.0,0.6,1.6,.375,0.0,0.2,.000,0.6,1.4,.429,0.0,0.0,,0.2,0.8,1.0,1.0,0.2,0.0,0.4,0.6,1.2
467,Joe Johnson,204,/players/j/johnsjo02.html,29,72,72,35.5,7.1,16.1,.443,1.2,4.2,.297,5.9,12.0,.494,2.7,3.4,.802,0.8,3.2,4.0,4.7,0.7,0.1,2.0,1.8,18.2
468,Al Horford,204,/players/h/horfoal01.html,24,77,77,35.1,6.7,12.0,.557,0.0,0.1,.500,6.6,11.9,.557,1.9,2.4,.798,2.4,7.0,9.3,3.5,0.8,1.0,1.5,2.5,15.3
469,Josh Smith,204,/players/s/smithjo03.html,25,77,77,34.4,6.5,13.5,.477,0.7,2.0,.331,5.8,11.5,.503,3.0,4.1,.725,1.7,6.8,8.5,3.3,1.3,1.6,2.6,2.8,16.5
470,Jamal Crawford,204,/players/c/crawfja01.html,30,76,0,30.2,4.8,11.5,.421,1.6,4.6,.341,3.3,6.9,.474,2.9,3.4,.854,0.3,1.4,1.7,3.2,0.8,0.2,1.9,1.3,14.2
471,Mike Bibby,204,/players/b/bibbymi01.html,32,56,56,29.9,3.4,7.9,.435,2.0,4.6,.441,1.4,3.3,.427,0.5,0.8,.630,0.3,2.3,2.6,3.6,0.7,0.1,1.2,2.2,9.4
472,Marvin Williams,204,/players/w/willima02.html,24,65,52,28.7,3.8,8.3,.458,0.6,1.7,.336,3.2,6.6,.489,2.3,2.7,.845,1.0,3.8,4.8,1.4,0.5,0.4,1.0,1.6,10.4
473,Kirk Hinrich,204,/players/h/hinriki01.html,30,24,22,28.6,3.3,7.7,.432,1.3,3.2,.421,2.0,4.5,.440,0.6,0.9,.667,0.3,1.9,2.2,3.3,0.8,0.3,1.5,2.8,8.6
474,Maurice Evans,204,/players/e/evansma01.html,32,47,12,17.8,1.7,4.3,.393,0.6,1.9,.315,1.1,2.4,.455,0.5,0.6,.857,0.5,1.3,1.8,0.6,0.3,0.1,0.3,1.6,4.5
475,Zaza Pachulia,204,/players/p/pachuza01.html,26,79,7,15.7,1.4,2.9,.461,0.0,0.0,,1.4,2.9,.461,1.7,2.3,.754,1.5,2.7,4.2,0.7,0.4,0.3,0.9,2.3,4.4
476,Jeff Teague,204,/players/t/teaguje01.html,22,70,7,13.8,1.9,4.3,.438,0.3,0.7,.375,1.6,3.7,.449,1.1,1.4,.794,0.2,1.3,1.5,2.0,0.6,0.4,0.9,1.2,5.2
477,Damien Wilkins,204,/players/w/wilkida02.html,31,52,0,13.0,1.3,2.6,.504,0.0,0.2,.200,1.3,2.4,.528,0.8,1.1,.714,0.4,1.3,1.7,0.8,0.5,0.2,0.4,1.4,3.5
478,Jason Collins,204,/players/c/collija04.html,32,49,28,12.1,0.7,1.4,.479,0.0,0.0,1.000,0.7,1.4,.471,0.6,0.8,.659,0.6,1.5,2.1,0.4,0.2,0.2,0.5,2.0,2.0
479,Josh Powell,204,/players/p/poweljo01.html,28,54,0,12.1,1.7,3.9,.452,0.0,0.0,.000,1.7,3.8,.454,0.7,0.8,.800,0.9,1.6,2.5,0.4,0.1,0.1,1.0,1.4,4.1
480,Jordan Crawford,204,/players/c/crawfjo02.html,22,16,0,10.0,1.7,4.8,.351,0.6,1.7,.333,1.1,3.1,.360,0.3,0.4,.667,0.6,1.2,1.8,0.9,0.2,0.0,0.9,0.8,4.2
481,Pape Sy,204,/players/s/sypa01.html,22,3,0,7.0,0.7,2.0,.333,0.0,0.3,.000,0.7,1.7,.400,1.0,1.0,1.000,0.7,0.3,1.0,0.7,0.3,0.0,1.0,0.3,2.3
482,Etan Thomas,204,/players/t/thomaet01.html,32,13,0,6.3,0.8,1.6,.476,0.0,0.0,,0.8,1.6,.476,0.9,1.2,.800,0.5,1.3,1.8,0.2,0.1,0.3,0.4,0.8,2.5
483,Hilton Armstrong,204,/players/a/armsthi01.html,26,12,0,6.3,0.5,1.0,.500,0.1,0.1,1.000,0.4,0.9,.455,0.2,0.8,.200,0.3,1.2,1.4,0.3,0.3,0.4,0.3,0.8,1.3
484,Joe Johnson,205,/players/j/johnsjo02.html,28,76,76,38.0,8.4,18.2,.458,1.7,4.6,.369,6.7,13.6,.488,2.9,3.5,.818,1.0,3.7,4.6,4.9,1.1,0.1,1.9,1.9,21.3
485,Josh Smith,205,/players/s/smithjo03.html,24,81,81,35.4,6.2,12.3,.505,0.0,0.1,.000,6.2,12.2,.508,3.2,5.2,.618,2.8,6.0,8.7,4.2,1.6,2.1,2.4,3.0,15.7
486,Al Horford,205,/players/h/horfoal01.html,23,81,81,35.1,5.8,10.5,.551,0.0,0.0,1.000,5.8,10.4,.551,2.6,3.3,.789,2.9,7.0,9.9,2.3,0.7,1.1,1.5,2.8,14.2
487,Jamal Crawford,205,/players/c/crawfja01.html,29,79,0,31.1,6.3,14.0,.449,2.1,5.4,.382,4.2,8.6,.491,3.4,4.0,.857,0.4,2.1,2.5,3.0,0.8,0.2,1.7,1.7,18.0
488,Marvin Williams,205,/players/w/willima02.html,23,81,81,30.5,3.7,8.2,.455,0.5,1.6,.303,3.2,6.6,.492,2.2,2.7,.819,1.3,3.8,5.1,1.1,0.8,0.6,0.9,2.0,10.1
489,Mike Bibby,205,/players/b/bibbymi01.html,31,80,80,27.4,3.4,8.1,.416,1.6,4.1,.389,1.8,4.0,.444,0.9,1.0,.861,0.3,2.1,2.3,3.9,0.8,0.0,1.1,2.0,9.1
490,Maurice Evans,205,/players/e/evansma01.html,31,79,5,16.7,2.2,5.0,.445,0.7,2.1,.337,1.5,2.8,.527,0.6,0.8,.754,0.7,1.2,1.9,0.6,0.4,0.2,0.3,1.6,5.7
491,Zaza Pachulia,205,/players/p/pachuza01.html,25,78,1,14.0,1.5,3.2,.488,0.0,0.1,.000,1.5,3.1,.496,1.2,1.8,.650,1.5,2.3,3.8,0.5,0.5,0.4,0.7,2.4,4.3
492,Jeff Teague,205,/players/t/teaguje01.html,21,71,3,10.1,1.3,3.2,.396,0.1,0.5,.219,1.2,2.7,.426,0.6,0.7,.837,0.1,0.9,0.9,1.7,0.5,0.2,0.7,1.2,3.2
493,Joe Smith,205,/players/s/smithjo02.html,34,64,1,9.3,1.2,3.0,.399,0.0,0.1,.143,1.2,2.9,.409,0.6,0.8,.813,1.0,1.4,2.5,0.3,0.1,0.3,0.3,1.5,3.0
494,Jason Collins,205,/players/c/collija04.html,31,24,0,4.8,0.3,1.0,.348,0.0,0.0,.000,0.3,0.9,.364,0.0,0.1,.000,0.2,0.4,0.6,0.2,0.1,0.1,0.2,0.9,0.7
495,Othello Hunter,205,/players/h/hunteot01.html,23,7,0,4.7,0.6,1.7,.333,0.0,0.0,,0.6,1.7,.333,0.4,0.6,.750,0.9,0.9,1.7,0.0,0.0,0.1,0.4,0.7,1.6
496,Randolph Morris,205,/players/m/morrira01.html,24,28,0,4.4,0.8,1.5,.561,0.0,0.0,,0.8,1.5,.561,0.6,1.0,.593,0.4,1.0,1.4,0.1,0.2,0.1,0.4,1.2,2.2
497,Mario West,205,/players/w/westma02.html,25,39,1,3.6,0.3,0.5,.571,0.0,0.0,.000,0.3,0.5,.600,0.2,0.3,.600,0.2,0.5,0.7,0.2,0.2,0.0,0.2,0.6,0.8
498,Joe Johnson,206,/players/j/johnsjo02.html,27,79,79,39.5,7.8,18.0,.437,1.9,5.2,.360,6.0,12.7,.468,3.8,4.6,.826,0.8,3.6,4.4,5.8,1.1,0.2,2.5,2.2,21.4
499,Josh Smith,206,/players/s/smithjo03.html,23,69,69,35.1,6.1,12.3,.492,0.4,1.3,.299,5.7,11.0,.514,3.1,5.2,.588,1.9,5.3,7.2,2.4,1.4,1.6,2.3,2.7,15.6
500,Mike Bibby,206,/players/b/bibbymi01.html,30,79,79,34.7,5.5,12.7,.435,2.1,5.4,.390,3.4,7.3,.468,1.7,2.2,.789,0.5,3.0,3.5,5.0,1.2,0.1,1.6,1.8,14.9
501,Marvin Williams,206,/players/w/willima02.html,22,61,59,34.3,4.7,10.2,.458,0.9,2.5,.355,3.8,7.7,.493,3.6,4.5,.806,1.8,4.5,6.3,1.3,0.9,0.6,1.1,2.1,13.9
502,Al Horford,206,/players/h/horfoal01.html,22,67,67,33.5,4.7,8.9,.525,0.0,0.0,.000,4.7,8.9,.526,2.2,3.1,.727,2.2,7.1,9.3,2.4,0.8,1.4,1.5,2.8,11.5
503,Ronald Murray,206,/players/m/murraro01.html,29,80,2,24.7,4.4,9.9,.447,1.1,3.0,.360,3.4,6.9,.485,2.2,2.9,.760,0.3,1.8,2.1,2.0,1.1,0.2,1.6,2.2,12.2
504,Maurice Evans,206,/players/e/evansma01.html,30,80,25,23.0,2.6,6.0,.432,1.2,3.1,.395,1.4,2.9,.470,0.8,0.9,.822,1.1,1.9,3.0,0.7,0.6,0.1,0.5,2.0,7.2
505,Zaza Pachulia,206,/players/p/pachuza01.html,24,77,26,19.1,2.1,4.2,.497,0.0,0.0,.000,2.1,4.1,.502,2.1,3.0,.709,2.2,3.4,5.7,0.7,0.5,0.3,1.2,2.7,6.2
506,Solomon Jones,206,/players/j/jonesso01.html,24,63,0,10.7,1.1,1.8,.604,0.0,0.0,.500,1.0,1.7,.606,0.8,1.2,.716,0.8,1.4,2.3,0.2,0.1,0.5,0.4,2.0,3.0
507,Acie Law,206,/players/l/lawac01.html,24,55,1,10.2,0.9,2.5,.374,0.2,0.5,.310,0.8,2.0,.391,0.9,1.1,.817,0.1,0.9,1.1,1.6,0.2,0.1,0.5,0.8,2.9
508,Speedy Claxton,206,/players/c/claxtsp01.html,30,2,0,7.5,1.0,3.5,.286,0.0,0.0,,1.0,3.5,.286,0.5,1.0,.500,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,2.5
509,Thomas Gardner,206,/players/g/gardnth01.html,23,16,0,6.1,0.6,2.3,.250,0.3,1.4,.174,0.3,0.8,.385,0.1,0.3,.500,0.0,0.4,0.4,0.1,0.3,0.1,0.2,0.3,1.5
510,Othello Hunter,206,/players/h/hunteot01.html,22,16,0,5.8,0.7,1.3,.550,0.0,0.0,,0.7,1.3,.550,0.0,0.3,.000,0.6,0.9,1.5,0.1,0.1,0.3,0.1,0.7,1.4
511,Mario West,206,/players/w/westma02.html,24,53,3,5.1,0.3,0.6,.412,0.0,0.0,1.000,0.2,0.6,.394,0.3,0.6,.467,0.5,0.6,1.1,0.4,0.3,0.1,0.2,0.7,0.8
512,Randolph Morris,206,/players/m/morrira01.html,23,23,0,3.9,0.3,0.7,.412,0.0,0.0,,0.3,0.7,.412,0.2,0.2,1.000,0.2,0.7,0.9,0.1,0.1,0.0,0.3,1.1,0.8
513,Joe Johnson,207,/players/j/johnsjo02.html,26,82,82,40.8,7.9,18.3,.432,2.1,5.4,.381,5.8,12.8,.454,3.9,4.6,.834,1.0,3.5,4.5,5.8,1.0,0.2,2.7,2.0,21.7
514,Josh Smith,207,/players/s/smithjo03.html,22,81,81,35.5,6.4,14.0,.457,0.3,1.2,.253,6.1,12.8,.477,4.1,5.8,.710,2.0,6.2,8.2,3.4,1.5,2.8,3.0,3.3,17.2
515,Marvin Williams,207,/players/w/willima02.html,21,80,80,34.6,5.3,11.5,.462,0.0,0.1,.100,5.3,11.4,.466,4.2,5.1,.822,1.5,4.2,5.7,1.7,1.0,0.4,1.6,2.8,14.8
516,Mike Bibby,207,/players/b/bibbymi01.html,29,33,32,33.3,5.2,12.5,.414,2.1,5.7,.369,3.1,6.8,.451,1.7,2.1,.797,0.2,3.0,3.2,6.5,1.1,0.1,2.5,1.9,14.1
517,Al Horford,207,/players/h/horfoal01.html,21,81,77,31.4,4.1,8.2,.499,0.0,0.1,.000,4.1,8.2,.502,1.9,2.6,.731,3.1,6.6,9.7,1.5,0.7,0.9,1.7,3.3,10.1
518,Josh Childress,207,/players/c/childjo01.html,24,76,0,29.9,4.3,7.5,.571,0.3,0.8,.367,4.0,6.8,.595,2.9,3.6,.807,2.3,2.6,4.9,1.5,0.9,0.6,1.3,1.7,11.8
519,Anthony Johnson,207,/players/j/johnsan02.html,33,42,41,26.7,2.7,6.4,.431,0.6,1.5,.429,2.1,4.9,.431,0.6,0.8,.813,0.4,1.9,2.3,4.8,1.0,0.2,1.2,2.0,6.7
520,Tyronn Lue,207,/players/l/luety01.html,30,33,3,17.1,2.6,5.9,.439,0.9,2.1,.435,1.7,3.8,.441,0.7,0.8,.857,0.3,1.0,1.2,1.8,0.3,0.0,0.7,1.2,6.8
521,Acie Law,207,/players/l/lawac01.html,23,56,6,15.4,1.7,4.2,.401,0.1,0.6,.206,1.6,3.6,.433,0.7,0.9,.792,0.2,0.8,1.0,2.0,0.5,0.0,1.0,1.3,4.2
